n,msno,city,bd,gender,registered_via,registration_init_time,expiration_date,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,count,discount,is_churn
159,E7wUQcE5en53ah2RSV6ansqY9WRRwUcdTl4ix4gp0tI=,1,0,,7,20130117,20170927,41,30,99,99,1,20170204,20170304,0,1,0,0
160,g7RghtMLujfkyYLn+b/VH262ZDTVu5PnAqAJI7ksqeM=,4,46,female,9,20051026,20170930,33,30,149,149,1,20160531,20160630,0,1,0,0
161,Vx3fGQzABQ9knodRg9NfIZzpBv/enPRLmVxo/nH30RI=,11,31,male,9,20100902,20171013,39,30,149,149,1,20160831,20161013,0,1,0,0
162,VJrZY51TuXZWRiDWTZCJdAy+A+7XvjbBzFx8nVfZTiU=,1,0,,7,20110810,20170930,41,30,149,149,1,20161225,20170126,0,1,0,0
163,nO/Qa50+2XqP5yVlf33fLk7acZKrY1LeK/Et5/i81Lg=,22,24,male,3,20131126,20171028,39,31,149,149,1,20150331,20150528,0,1,0,0
164,Xw4JJXprZBIQ11Du6IDtXmsh+d6mKQBzcFsZXngj45I=,1,0,,7,20101028,20171006,41,30,129,129,1,20150627,20150728,0,1,0,0
165,GGR4Gr7GQDUyzY6oJ6vP2DAkM2BEXy9rCyYYNeAzGLY=,1,0,,7,20151019,20170919,41,30,99,99,1,20161219,20170119,0,1,0,0
166,l9x8TBaK9ePK2aR9+ifw/QJRAEXH5zsWpPfxRYlcY0I=,1,0,,7,20131128,20170925,41,30,149,119,1,20150326,20150726,0,1,30,0
167,GsE0rgFSVIMizqDq+A/cVDYxxSJ8TyGiRBgrJJphUt0=,1,0,,7,20111226,20170525,41,30,149,119,1,20150702,20150803,0,1,30,0
168,cxu8KGdDKBrNr0SAQ6OG9u/WmXf+Lr+UfU523Lyt+Ss=,6,20,male,3,20130324,20170912,38,30,149,149,0,20150118,20150217,0,1,0,1
169,LI4wx/axUS1RzAak0OSa0hgTCxKJgFD1M8qV9+SUhgY=,1,0,,7,20151124,20170920,38,30,149,149,0,20161115,20161215,0,1,0,1
170,Fm5tOTsypmiqRUNxOKdAIJnonsgehUuqnqN6kuVyMs0=,1,0,,7,20160801,20170930,41,30,99,99,1,20160801,20160831,0,1,0,0
171,HUftT1QtmVF+BPpoRQNM18x0nwn4M2JHEd0Q0V06El8=,22,21,male,3,20130826,20171005,26,1,0,0,0,20150201,20150303,0,1,0,0
172,N9DBuqDAjha/rRN/RDZBMH2CmTB4xHa7ajd416d0rL0=,1,0,,7,20160918,20170917,41,30,99,99,1,20161017,20161117,0,1,0,0
173,OxXoFvS+Iv8bPcVUeM8a6hwtio9vCjmJGR5V5QNU01w=,1,0,,7,20120117,20170917,41,30,149,149,1,20160616,20160717,0,1,0,0
174,GA1OsehVqY9iRoqMtK94dI00Yt65xyiWBxJZ9EwvoJU=,13,37,female,9,20070822,20170911,40,31,149,149,1,20150112,20150211,0,1,0,0
175,spN0yJSv1b3hBjOoUUKH0Mg3pjp1IbfB+NxMnvJIK3M=,13,34,male,9,20050308,20170930,34,30,149,149,1,20160930,20161031,0,1,0,0
176,nKEe9KlAypJkgDdHZL1DxVzjv5rsbn8dBaG4SqwVato=,1,0,,7,20131102,20170912,41,30,99,99,1,20160312,20160412,0,1,0,0
177,obyeEkfUk4eynouVVH/pF6j5oVVPVlaLVvK0JyPNbco=,9,30,female,3,20130303,20171011,40,30,149,149,1,20160810,20160910,0,1,0,0
178,ZFDbuAs8EMNPXMGJkBd+BNjO0Eno+5yX15y7hQb5ifg=,5,53,female,7,20160121,20170920,41,30,99,99,1,20170120,20170220,0,1,0,0
179,ox71Hxw9Z2zaZku78pBjR7v8DiY8pA40TL6h+S0PBts=,14,28,male,9,20050922,20170930,34,30,149,149,1,20161031,20161130,0,1,0,0
180,bM47wJgDWKqhRIbw6luGo3GhwzPJEjLCIP4ZDbompx4=,1,0,,9,20150407,20171005,36,30,150,150,0,20150620,20150720,0,1,0,0
181,5sFy3xSguOXgP3i16SrpFFecnW/35iJqOCZOvmrZyLE=,1,0,,7,20161028,20170930,41,30,149,149,1,20170227,20170327,0,1,0,0
182,e08mqBxyH5GdYnqDaYGVCawsFVqL5V0y+brsDAEeSx8=,1,0,,7,20151113,20170912,41,30,99,99,1,20151212,20160112,0,1,0,0
183,4G1tJA2ENkN6NirzVtbLLjahHS0pn8RBbERQIt0CBPw=,3,0,,9,20120602,20170912,36,30,180,180,1,20160612,20160712,0,1,0,0
184,d2pnSHABdozqMoij/ZOLmK30V+PMAhCOzJ/sov9vtIY=,1,0,,7,20100526,20171006,41,30,99,99,1,20160107,20160206,0,1,0,0
185,hFj9Xj3iLpc0ks1kmN207h1S+ZdOnwqXkI82dJ3zqwg=,1,0,,7,20130205,20171007,41,30,149,149,1,20160907,20161007,0,1,0,0
186,ViktzL6+NmvWndmj4fwYfGJ6jyAO4wpGN3tF7GUS+l8=,1,0,,7,20160625,20170924,41,30,99,99,1,20160824,20160924,0,1,0,0
187,iEihc5Lo6I9VgfCV/l77e4OQs0XlfYmlppGOfmwKwNk=,12,23,male,3,20131005,20171002,38,0,0,149,0,20150505,20150604,0,1,0,0
188,sfIIIdHg5WDamg/3pW24hNj82gSEwqeNl9M4MuPL0+s=,22,32,male,9,20070718,20170930,34,0,149,298,1,20161130,20150831,0,2,0,0
189,Evtu8oOQtfNXVuuR7uWN96L3X6EMEdFvk2qWB0jBFPk=,12,32,male,9,20120713,20170922,40,30,149,149,1,20161222,20170122,0,1,0,0
190,7mSPKigpH3eOKWotJlbAhMjJjahcQCpQialDEoTLtME=,15,47,female,9,20100609,20170930,31,0,149,298,1,20160331,20150930,0,2,0,0
191,ZS/2NORhVyju8/U4lAnG4iaZTDCiR0HELs9/pyF+Nw4=,1,0,,7,20121101,20170930,41,30,149,149,1,20160331,20160430,0,1,0,0
192,ks7VIgiuuq2MTzpyzZzw+dRy5P//W7vKD9pXNDsYeds=,5,30,male,9,20050711,20170930,34,30,149,149,1,20160930,20161031,0,1,0,0
193,btz+qVmell541zowZCZowrNXLnG2kqaW40D6i0E/sHU=,22,31,male,9,20070628,20170925,40,30,149,149,1,20160117,20160216,0,1,0,0
194,q6CFMEoCPpxkymxoWSB9QVjoxYVH6hnQAvZ2QniY1WU=,1,0,,7,20111229,20170930,41,30,99,99,1,20160425,20160526,0,1,0,0
195,YLivLFFG3AgBgpPZsJexiB96cTA08x5msQaGZ8/qrnk=,5,23,female,3,20131102,20170913,40,31,149,149,1,20150216,20150315,0,1,0,0
196,rgmOzWfI7GF6D57j18Emus9/xSPMCJTaJGvT5Yf8Z/8=,15,45,female,9,20060304,20171024,36,30,180,180,1,20161029,20161130,0,1,0,0
197,eIHMOlph0kx3edHQsdXK0elwycqZpRydyXDgbadhVkY=,1,0,,7,20150821,20170920,41,30,149,149,1,20161220,20170120,0,1,0,0
198,onbbNlyNZPyWrFyDHbeqfOMb2AxYG+S6xjUoMH90X0g=,14,29,female,9,20130518,20170810,40,31,149,149,1,20150326,20150425,0,1,0,1
199,ptKrbvx2VIY29RodEG9uXHUj1GOehH/PVQDb/EtE9sI=,1,0,,7,20160130,20170930,41,30,99,99,1,20160130,20160229,0,1,0,0
200,BWfVDg6WFbkXsKHS0VZi6lUgyqDQMu/Bj4CnXPsuMUc=,22,0,,7,20130618,20170930,33,30,149,149,1,20150611,20150630,0,1,0,0
201,YhbmNJLb4Oi3PrtCUqr0KJauHHBKEnh4kwycsopMo5Y=,9,20,male,9,20110926,20170927,36,30,180,180,0,20160727,20160827,0,1,0,0
202,gTx0Gwd4GSSj9lU1RcVp34SpNgAbYv2+P0/AqzGQ5S8=,1,31,female,7,20111116,20171005,41,30,149,149,1,20151011,20151112,0,1,0,0
203,6DMJMuXP2o/daq1rP9VJw4+i9ZpEuv30YYtAkfyWLxc=,15,27,female,9,20050220,20170930,34,30,149,149,1,20161231,20170131,0,1,0,0
204,NFRs4BQS0jg1jowBBWOl2yxeMW/Kn7UdCiZwWaKEBeQ=,1,0,,7,20131124,20170924,41,30,149,149,1,20150223,20150324,0,1,0,0
205,UWI9JhYMSzdakhfvO6XwBr4kCcGpb+yG5SNXRS8dVds=,1,0,,7,20131111,20170916,41,30,99,99,1,20160516,20160616,0,1,0,0
206,SxECrA8c6kHE2zS36mbRdZVIaJzncybrojTjBLMZS4k=,22,24,male,3,20120715,20171007,39,30,298,298,1,20151202,20150807,0,2,0,0
207,yf4xKzPkF1cEhYN6ENBmNaTwu7SI9y1tLhUsuLdB5Hw=,6,24,,9,20150827,20170912,40,30,149,149,1,20170111,20170110,1,1,0,0
208,ag027NZI9qIoAxnL0UOmGfyxGXuBJQmQ7D2qJZYciTM=,1,0,,7,20150420,20170923,41,30,149,149,1,20150519,20150619,0,1,0,0
209,oMQicIBxRMKZogny18rXZp0UAqZVdA9iB0PPcm433+M=,5,29,male,7,20151101,20171001,41,30,99,99,1,20160801,20160901,0,1,0,0
210,xAVcyqJ8bzzfqN9gK+WNO4AC8SByJiZvIE+EYw5ELQM=,1,0,,7,20140924,20170924,41,30,149,149,1,20160224,20160324,0,1,0,0
211,PshsstTYLkGgMZo3C4QusSmLPXQeAR7OmL0lvp1dpDQ=,8,35,female,9,20090507,20170912,30,30,129,129,1,20160803,20160902,0,1,0,0
212,6ns4fnGUp0XXHQSejqhODASvMyLQh5bw3VKrbCma7Lc=,1,0,,7,20130908,20171007,41,30,149,149,1,20150107,20150207,0,1,0,0
213,rdMhyHARSK3QQyexB01tdcxzNJAgbNrygUkAOHjuvmM=,1,0,,7,20131126,20170930,41,30,149,149,1,20150826,20150926,0,1,0,0
214,JlTYREW8FOOM/p6rz8hAP67+CTC/jWrBbopGL4Gq2KI=,1,0,,7,20151106,20171006,41,30,99,99,1,20160806,20160906,0,1,0,0
215,bbnf9BkTbJEuMEpnFTiq4mb6bZY4KxJvelERXYatClw=,1,15,,9,20170217,20170708,17,60,0,0,0,20170217,20170220,0,1,0,0
216,Ko1pw7nI9AN/LAUBY1o7+zbg7VY96W7unngK27H7VKQ=,13,33,male,9,20140703,20170910,40,31,149,149,1,20150306,20150405,0,1,0,0
217,ITpBToZHbXZrYF1et78wPaWeP8kYquQFVeHoD0hzwt8=,1,0,,7,20130206,20170913,41,30,149,149,1,20151005,20151105,0,1,0,0
218,xaUj59nOiejQ5SaMa4dV2ETYHGG0+gyQmI9nWuKnLTg=,1,0,,7,20120120,20170930,41,30,149,149,1,20151116,20151116,1,1,0,0
219,sZSXxYVceP7zChMtbJU9xPQidlSe8D8Igf6FXTxvd4w=,1,0,,7,20141126,20170930,41,30,268,238,1,20151025,20150825,0,2,30,0
220,QskpYyT7KKS3kg55z2tixtXEtd7EU91S4o5NifNvr/4=,1,0,,7,20131115,20171005,41,30,149,149,1,20151114,20151214,0,1,0,0
221,eF9TXxxyh1ziBQirs9wdHOIe7pWs7bg1WgMtXVBSmrU=,6,36,male,7,20131122,20170930,41,30,149,149,1,20160225,20160225,1,1,0,0
222,ELFIyNa/1WM1etRcUzD8wWP3OVwS43p9+Kb220XGEVU=,1,0,,7,20120912,20170921,41,30,149,149,1,20161110,20161211,0,1,0,0
223,g2xbvaCIF5NISDxkpRUNSBk6BiuJn/strdU8UK0T0iw=,1,0,,7,20130528,20171009,41,30,129,129,1,20160614,20160716,0,1,0,0
224,exyAIahDoa723DmwL4iTBmbomCwnMyusmk/LuHNynzQ=,1,0,,7,20150510,20170504,41,30,129,129,1,20151009,20151109,0,1,0,0
225,RSUrAt0oTlgYptjiwp6eLkyFQYhzbg68i7kyDBNuGJg=,22,29,male,9,20090502,20171006,39,30,149,149,1,20160731,20160906,0,1,0,0
226,Z1hfzS19bZ0FiEsbyzFVHl1zWL+Y/0ONMVLl2+oAPco=,1,0,,7,20120218,20170923,41,30,149,149,1,20160918,20161019,0,1,0,0
227,aEjQNunEuSjmHvZSKbwLPGakhmML7okRdAY16D9rdgQ=,1,0,,7,20160101,20171001,41,30,99,99,1,20161201,20170101,0,1,0,0
228,hD4PiHJEAK5UJ97s4x5RCoBy1eO1qt8Clw/Ywhq3nhs=,4,35,male,9,20120117,20171006,18,30,149,149,1,20170106,20170206,0,1,0,0
229,Ieb6Ry9X64eRyUZmheUKtcLfepF/AqE5+ptNvtgLtRE=,1,0,,7,20131111,20170804,41,30,99,99,1,20151011,20151012,1,1,0,0
230,Hee62v323nlDSo+APed9sV1be3+xBKvJVnl/+i0gd5k=,1,0,,7,20160610,20170909,41,30,99,99,1,20160709,20160809,0,1,0,0
231,mzIoCZYFplydw9TdTkNRv3a3vVOiGBA5EklTsUJ5feY=,13,50,male,9,20090429,20170908,40,30,149,149,1,20160609,20160708,0,1,0,0
232,/S9+EF8jPCLv3SCtIAcRyTlOTMkHNmRcQkT6CwSYVYc=,1,0,,7,20131016,20170920,41,30,99,99,1,20161220,20170120,0,1,0,0
233,8mRHgIXv1hTcCFcSIhs8Mm0qmzWd4JIbS76clOR9MXU=,13,23,,9,20150418,20171006,40,30,149,149,1,20161001,20161106,0,1,0,0
234,NyplIEPnj0SvyA6bHejb3BlNqsv1y6Nu98R7fNNecb4=,1,0,,7,20150725,20170924,41,30,129,129,1,20150924,20151024,0,1,0,0
235,EbLgJzRlNUHgxTG2tNgYW1v+EJwfS5RRwR3RLziWaR0=,13,33,female,3,20120401,20170930,37,31,149,149,1,20150108,20150209,0,1,0,0
236,XWJaKauKAM0ohFVC6GyDY5F8lo7NBgKXGN4cDUs6W5s=,1,0,,7,20160730,20170930,41,30,149,149,1,20161130,20161231,0,1,0,0
237,KulfZjKW4LFiz7iyPBZWNeQ5wMuQMBLiulbqvcqrQ6Y=,13,61,male,9,20040331,20170930,34,30,149,149,1,20160531,20160630,0,1,0,0
238,cjhvc+iTJiypO5+JoFOEGDSBbAPKna6XztR7tctQz24=,1,0,,7,20140119,20170918,41,30,298,298,1,20161018,20150418,0,2,0,0
239,VCjxj4EmxbAeTTUXpR6/KPxdi7EPWC45ZuZbdSjiaeQ=,12,23,female,3,20120908,20170930,37,31,149,149,1,20150131,20150228,0,1,0,0
240,fMndXrBan+WCO68JvWjNSiy9jmPdPiQyfTs0nA5QWf0=,5,22,male,3,20150709,20170929,37,30,149,149,1,20160216,20160315,0,1,0,0
241,l11N8z3NFMDnn0D4mGs3MmhaxcxWOeqX2NFfx7Dwf3k=,1,0,,7,20160207,20171007,41,30,99,99,1,20161107,20161207,0,1,0,0
242,dFMsL++kKSNCrUqVI/Uie8aXpcoan0uf5ZkRCAfK16s=,5,41,female,9,20091106,20171008,40,30,149,149,1,20160405,20160508,0,1,0,0
243,Kqld9BmPDR83BKuDx3jP2Yko5U0t4Hhwsow2DfpIzp0=,15,24,male,9,20080330,20170925,39,30,149,149,1,20150831,20151023,0,1,0,0
244,9qIbreTrd6NTWnyOuszZ2ma3eFLAN7NtKa1Hq2J6jfI=,4,22,female,7,20151118,20170918,41,30,99,99,1,20170118,20170218,0,1,0,0
245,9Tp/cTf6wHZFchGl1wycPEMaqIuOnOQVr/eSPNcHMCE=,18,0,,9,20150223,20171006,40,30,149,149,1,20161201,20170106,0,1,0,0
246,UElqEQFdHY7Fy1ygfP+fryUbTNjrcZLlLjgLh+EGz9c=,1,0,,7,20151115,20170930,41,30,149,149,1,20151115,20151214,0,1,0,0
247,+l5buJyf/UcwHJy7qRphF+KNEr8xJIIfscglS0RnClA=,13,36,female,9,20050917,20170928,37,30,149,149,1,20160322,20160428,0,1,0,0
248,/B2MJQDxGX/hdYeseGTLTAtRBHLJLxtKv8rhiWOdzm4=,4,20,female,3,20140512,20180706,38,30,149,149,0,20151030,20151129,0,1,0,1
249,8yXhO363sSTC77AXUCVLwqFORqb+Txa/erHGP3lQQo4=,1,0,,7,20120106,20171007,41,30,149,149,1,20170105,20170207,0,1,0,0
250,evlvX6JgaECXBhyf8FnVdRePN7tybr2nnVREMqK/vYI=,3,33,female,9,20071005,20170928,39,30,149,149,1,20160131,20160328,0,1,0,0
251,f6xamu8yHuA2iaNNAj5ekyiP7kDKgtwPUUHWVM6uguI=,13,31,female,9,20080227,20170910,34,30,149,149,1,20150217,20150218,1,1,0,0
252,DpJRaXluf81mb4U1W4+4Z1dvUxHjIdriDR8bCqhA1RQ=,13,31,female,9,20071005,20170925,36,30,180,180,1,20170126,20170225,0,1,0,0
253,Zcbse6JCAe/IHOy3UR5s/HoXHnL4M+jEHCpnzSNTyAg=,5,59,female,9,20070627,20170908,40,31,149,149,1,20150106,20150108,1,1,0,0
254,NgMxnCEPewiY8hXTEe4EeoC4LPXKtJxuHaNB69Zv1QM=,1,0,,9,20140220,20170915,38,30,149,149,0,20160611,20160711,0,1,0,0
255,8CHVUXgRVTc2wNi23brdLdSEyToMeOTDd9oiBzKoKG4=,1,0,,7,20131026,20170930,41,30,99,99,1,20160727,20160827,0,1,0,0
256,nv4I4ix9aCUc02jIRm2gfrZ76uGgb+j1yVDfx6qs+A4=,6,18,female,7,20140617,20170915,41,30,149,149,1,20170116,20170215,0,1,0,0
257,JASsy4H1Vwgt7tJ0Hc/Y6GG8F5S3v9YGLEvAwY3ZNHI=,1,0,,7,20151011,20170910,41,30,99,99,1,20170110,20170210,0,1,0,0
258,VFU2R8rMzsFUJmWs8loKwdEA6fMmHbxl0J6DjvatnU0=,14,22,female,9,20051026,20170930,34,30,149,149,1,20160731,20160831,0,1,0,0
259,J1rahsv0RiMfdniHSeOd6xrGx6FmSawEjIK4xh2HhAw=,1,0,,7,20130911,20171006,41,30,149,149,1,20150313,20150413,0,1,0,0
260,zZ25EJNYUWusllm5BULNuFHQ6MPT5Cw1sCVG1+ZyL/Q=,1,0,male,7,20140901,20170930,41,30,149,149,1,20160630,20160731,0,1,0,0
261,qyzA0SeFsWDjg04tPsIigLNDtOJbEzk1BQ4ZHtooEos=,1,0,,7,20141025,20170910,41,30,149,149,1,20161117,20161217,0,1,0,0
262,GQHg3oG9EqQU9gMOSRYTxNlqbR75OiXgCmWWzaoTqps=,15,34,female,9,20070625,20171014,39,31,149,149,1,20150331,20150514,0,1,0,0
263,6qUNYtDsvsQhm2Qa2uRaS58QoFpK93hIFbffuFWh+7w=,1,0,,7,20160808,20170908,41,30,99,99,1,20170208,20170308,0,1,0,0
264,9tESBK7EWqw2KY6IqVVsxtXxijuzZoKpxe8EUpLS2Is=,5,27,female,3,20120124,20171008,39,30,149,149,1,20150531,20150708,0,1,0,0
265,1+SloKaDb2XjxXmCnC7SYt8GPLkHXuiZEZdJPSsyY6I=,15,0,,7,20100622,20171001,37,30,149,149,1,20160102,20160201,0,1,0,0
266,2vh6NNsaSMIizREjdloQcYC6nG6s/lpQu31dUHmZ2wE=,1,0,,7,20110228,20170910,41,30,149,149,1,20150306,20150406,0,1,0,0
267,FcmCNzed0qJ3wma5kGVHnz0ssdzijdC+ezjxCL3mCLE=,10,0,,9,20150514,20171015,39,30,149,149,1,20160131,20160315,0,1,0,0
268,clkLX7BUscrnVAI7IyilIpc/qK4FLfY3kOB/lPLgKvE=,22,21,female,9,20081206,20170917,17,0,0,0,0,20150425,20150428,0,1,0,0
269,r6Dm4UT7e37gjZPRIm4S1BSKWCTo3KcfQb+tPPG4DBA=,1,0,,7,20140329,20170930,41,30,99,99,1,20161227,20170127,0,1,0,0
270,7U7vMcXYve7Y0DCMweFFYlngkIdYCwtzHc3zMrOiGbc=,1,0,,7,20130131,20170930,41,30,149,149,1,20150630,20150731,0,1,0,0
271,Q624fGd0zzLTu06dFmF1DuDjkGMNy17ZcL+IysGjFQY=,13,33,male,9,20110208,20170914,40,31,149,149,1,20150110,20150214,0,1,0,0
272,wQ8y0ZtCUniH1rWDKyltgP+nfxDV9hAvjcFBa7l9uAU=,1,0,,7,20150929,20170930,41,30,198,198,1,20160731,20160630,0,2,0,0
273,PL2gjS8XLPCzGL5ZPUft6suFSbwt8oZkOege4s200m4=,1,0,,7,20160831,20170930,41,30,99,99,1,20160930,20161031,0,1,0,0
274,TyVrK4uJwJQmr2npUcXP8hrWh+Vv04ByLa7Mtgpl7uw=,5,37,female,7,20101004,20170327,41,0,0,129,1,20150503,20150604,0,1,0,0
275,UBhTVL4GGhWE2Swr2lHO4aWFE/JoGAxHZSDtSjv24ao=,1,0,,7,20151101,20171001,41,30,99,99,1,20161001,20161101,0,1,0,0
276,DbLvu8SAJl73cyWQl12+x0mqobDpT3hrsTE5fmpCCGQ=,1,0,,7,20151122,20170922,41,30,99,99,1,20170122,20170222,0,1,0,0
277,Q2PhZPrPrKq7Jr3A+1/hWURQk04r5vl4+fU1Ym6ICEQ=,1,0,,7,20150703,20171003,41,30,99,99,1,20150903,20151003,0,1,0,0
278,+zvzW/8/fmaMeDPEfJIUXDH1i7kawcnMgaI6F+jt1lM=,1,0,,7,20160204,20171004,41,30,99,99,1,20161204,20170104,0,1,0,0
279,ufutJXDj/kLu9eA8LptUZpN9O0GBFW55MSC1LNB68PE=,1,0,,7,20150615,20170417,41,30,149,149,1,20161114,20161214,0,1,0,0
280,LfXPpSafjAi9AX7B7Mihcb+LkaNFlDyx3IBt9UzZaTU=,13,33,male,7,20110315,20170917,41,30,129,129,1,20150514,20150615,0,1,0,0
281,5S2ZSQOI6T8Pa0P3tZ0LVJ2xDNpZlQGdmOcELW6j91M=,10,32,female,9,20041015,20170917,40,30,149,149,1,20150915,20151017,0,1,0,0
282,3lK1EYYqfKV+WQlyrA7bz4BwEtDf8BVLH5kxlq1ZyDg=,8,21,female,9,20100119,20170930,34,30,298,298,1,20170228,20160731,0,2,0,0
283,fiulw5F7A7eeWUFs4UpDZ4Lai3oivEk33Zxl3t3tgIY=,13,22,female,3,20120428,20170509,38,30,149,149,0,20160723,20160822,0,1,0,0
284,SbF0LLe737pollC9FTl4CCUuFMxmKdF1/3cSrMklul4=,13,34,male,9,20150626,20170920,40,30,149,149,1,20160421,20160520,0,1,0,0
285,lOxDRuRX2TTSvTdPhea/pW03CYiFEC6ewb+b6AxrU1w=,1,0,,7,20161017,20170916,41,30,99,99,1,20170216,20170316,0,1,0,0
286,NfNInGwcH740hw2pRQ1LJEJ1M20A741PgrgxUkG30ug=,4,30,female,9,20110202,20171003,37,30,149,149,1,20160402,20160503,0,1,0,0
287,dgEtkJwn0azYcCiSWPHiyM/v5FSOeLVs5cRmlb48vxY=,1,0,,9,20160627,20171004,38,30,149,149,0,20170113,20170212,0,1,0,0
288,Si5t9zcGEmB163uir7BHY7x8dTvjj/PppPoHOash7T4=,1,0,,7,20160212,20170911,41,30,99,99,1,20161211,20170111,0,1,0,0
289,CYtT1j49WzsgSUcWCQiRK7iySP0ZSepHzyPkBElMz6E=,1,0,,7,20150802,20170703,41,30,99,99,1,20151202,20160102,0,1,0,0
290,Jm679R5nsuXUqFEjlZerMd4vBgMBsHF6aOjertjSbuc=,1,0,,7,20150724,20170818,41,30,99,99,1,20160324,20160424,0,1,0,0
291,0EFDmDXJXmq/zOGui1B91RaD9Lq+VrJo2jEn6PEalu8=,22,22,male,7,20160202,20170917,41,30,99,99,1,20160502,20160602,0,1,0,0
292,xc8BfakGL2LurS/F/qFS8bS59VysfoUekCPmsbUTOEg=,1,0,,9,20150901,20170915,36,30,180,180,0,20161004,20161105,0,1,0,0
293,kqLGE6/xG4lsLFKmbRmNj36hS5g9gqUjpzBEncpmsHU=,1,0,,7,20150420,20171007,41,30,129,129,1,20150720,20150820,0,1,0,0
294,EvwhTg8ePFmhoM3pkxnmQ+XRd0JYfDSpBeYjpqwRDQU=,1,0,,7,20120104,20170930,41,30,149,149,1,20150103,20150204,0,1,0,0
295,LQSpGKnBc3CVAmVYQCQouMzPQR3FaB5IGah7OoWicgE=,13,45,male,3,20121025,20170930,31,30,298,298,1,20161130,20161130,0,2,0,0
296,yUEV00cVPcLjLRwdSENBuJYp2s/R/pYBPHCfSmVwUaQ=,22,27,female,9,20130120,20170922,40,30,149,149,1,20151122,20151222,0,1,0,0
297,AW0JpZefay2ycZSJ7lt/2RkhVc1JHVMdZwg+/FfU9fw=,13,0,,3,20121106,20170920,40,30,149,149,1,20151121,20151220,0,1,0,0
298,/Wxpm05gL63lfALUeY8VN4DOmzgQto6EgBXUSqPRlkU=,1,0,,7,20160730,20170930,41,30,99,99,1,20161130,20161231,0,1,0,0
299,FYbrmjGC77SeCTx55xyKcIvoTr4dWTQIN/u0zaCblaE=,1,0,,7,20130718,20170917,41,30,99,99,1,20160617,20160717,0,1,0,0
300,ID/NKa+yFBBFX7yK2U9xDbE6b6K8mtMtt1U20dNwTNQ=,1,0,,7,20151018,20170918,41,30,99,99,1,20170218,20170318,0,1,0,0
301,FTExh0Ss1p5QfJnpax57RRnwg4NUg8eOmzRIHCj2hNA=,1,0,,7,20150923,20170923,41,30,99,99,1,20161123,20161223,0,1,0,0
302,w/bSIMXwPH/Wv3/k2uKLchIfNZD5O75N00JflUYZhi4=,1,0,,7,20160215,20170915,41,30,99,99,1,20161115,20161215,0,1,0,0
303,YxzHe9N7qFkv/nKVzAffl3TUieNA7/NDDr8rE2E5qNU=,1,0,female,4,20161007,20170804,38,30,149,149,0,20161013,20161112,0,1,0,0
304,CHwk2qmKbVecODpGAk1P2V6SbnCRfi4w7NyzUCRBDJQ=,10,19,female,9,20150313,20170910,38,30,149,149,0,20160707,20160827,0,1,0,0
305,UKw0drb/2YPnnwdddpWgjmj7aRP3IbmnYRpT34VcTTU=,14,19,female,9,20150214,20170923,40,30,149,149,1,20161022,20161123,0,1,0,0
306,XBubrdw33ND6YE0fU9j7R3xmuv9qh/fx2Dkl4aYSe+M=,22,26,male,9,20080822,20170930,34,30,149,149,1,20160630,20160731,0,1,0,0
307,k4fB7iSoCAazOlqyiMVW2rsvsTxYEH4dg1sUk1dwGdA=,13,31,female,9,20110603,20180615,40,30,149,149,1,20150525,20150624,0,1,0,0
308,+5PB6qz1AlgwWfa6LnL7Xc6rrbI6mJIUjF40JVTc9yk=,1,0,,7,20160831,20170930,41,30,99,99,1,20160831,20160930,0,1,0,0
309,81ZcWKeyRiTBXCmfTTfeHoPHaHcsT0b457mf16GCeFE=,1,0,,7,20160618,20170917,41,30,99,99,1,20160618,20160717,0,1,0,0
310,g/o0S8pLEi8EJgkCtl9zCIxKB4bA6lQdkxlueTptFRg=,1,0,,7,20160116,20170915,41,30,99,99,1,20170115,20170215,0,1,0,0
311,kqj/No8YQ6f5Vx3eFD9h0ljNsJRRUuFswNoe2oEZOOM=,1,0,,7,20121007,20171001,41,30,149,149,1,20170131,20170301,0,1,0,0
312,aOrvrdK5XhBuFqyqADK6t4trs0F5Hs1/iM3PDD9M0HA=,22,41,female,7,20130208,20170911,41,30,149,149,1,20170127,20170227,0,1,0,0
313,vLbHgpsuLa8vVPlYEnfG8JensKlIzpcNfF15QAB5Z0c=,13,27,female,9,20060528,20171016,39,30,149,149,1,20150531,20150716,0,1,0,0
314,VV7AkZ9+7g+HEom0CVkrl4D/MmU0GusvoeskjRs+iME=,5,20,male,3,20120628,20170918,38,30,149,149,0,20170110,20170209,0,1,0,0
315,eXIsWNLgrpQAG+3xHnQubZxP6eeIThhJfN0r+EDVfhQ=,1,0,,7,20101218,20170921,41,30,149,149,1,20160513,20160613,0,1,0,0
316,CNyFs15vL1UZ8I/szxpbmy9ztN9CNd1z8W+M5CIr1ts=,1,0,,7,20151219,20170918,41,30,99,99,1,20160518,20160618,0,1,0,0
317,d5sypwAH/w+efFwOJRIIJoR9iAlmazwSwvbemurmT0Y=,1,0,,7,20160116,20170916,41,30,99,99,1,20160916,20161016,0,1,0,0
318,sMXV2MRjuZAXEmNYZ6B4ofgbrq9wirkmJYKj6vo0LfI=,5,34,female,9,20091211,20171014,39,30,149,149,1,20150731,20150914,0,1,0,0
